rosbagTimestamp,linear,x,y,z,angular,x,y,z
133374000000,,0.180000007153,0.0,0.0,,0.0,0.0,0.315800815821
133705000000,,0.180000007153,0.0,0.0,,0.0,0.0,0.35084554553
134039000000,,0.180000007153,0.0,0.0,,0.0,0.0,0.315696924925
134378000000,,0.180000007153,0.0,0.0,,0.0,0.0,0.280561625957
134711000000,,0.180000007153,0.0,0.0,,0.0,0.0,0.175255566835
135039000000,,0.180000007153,0.0,0.0,,0.0,0.0,0.210319966078
135372000000,,0.180000007153,0.0,0.0,,0.0,0.0,0.175203099847
135704000000,,0.180000007153,0.0,0.0,,0.0,0.0,0.140095949173
136039000000,,0.180000007153,0.0,0.0,,0.0,0.0,0.175167843699
136375000000,,0.180000007153,0.0,0.0,,0.0,0.0,0.140056625009
136702000000,,0.180000007153,0.0,0.0,,0.0,0.0,0.104950472713
137040000000,,0.180000007153,0.0,0.0,,0.0,0.0,0.140028879046
137369000000,,0.180000007153,0.0,0.0,,0.0,0.0,0.104924932122
137705000000,,0.180000007153,0.0,0.0,,0.0,0.0,0.069821998477
138036000000,,0.180000007153,0.0,0.0,,0.0,0.0,0.0347317308187
138374000000,,0.180000007153,0.0,0.0,,0.0,0.0,0.0698242634535
138701000000,,0.180000007153,0.0,0.0,,0.0,0.0,0.0347293764353
139027000000,,0.180000007153,0.0,0.0,,0.0,0.0,-0.000359968136763
139366000000,,0.180000007153,0.0,0.0,,0.0,0.0,0.0347393900156
139703000000,,0.180000007153,0.0,0.0,,0.0,0.0,0.0
140041000000,,0.161052644253,0.0,0.0,,0.0,0.0,0.0350988358259
140370000000,,0.180000007153,0.0,0.0,,0.0,0.0,0.0701911002398
140708000000,,0.180000007153,0.0,0.0,,0.0,0.0,0.0
141038000000,,0.161052644253,0.0,0.0,,0.0,0.0,0.0350991338491
141374000000,,0.142105266452,0.0,0.0,,0.0,0.0,0.0701894015074
141702000000,,0.123157896101,0.0,0.0,,0.0,0.0,0.0350990146399
142036000000,,0.104210533202,0.0,0.0,,0.0,0.0,0.0701911896467
142373000000,,0.104210533202,0.0,0.0,,0.0,0.0,0.0
142702000000,,0.104210533202,0.0,0.0,,0.0,0.0,0.0350990444422
143039000000,,0.0852631628513,0.0,0.0,,0.0,0.0,0.0
143372000000,,0.0852631628513,0.0,0.0,,0.0,0.0,0.0
143705000000,,0.0852631628513,0.0,0.0,,0.0,0.0,-0.0350763052702
144032000000,,0.066315792501,1.63354945926e-06,0.0,,0.0,0.0,0.0
144373000000,,0.066315792501,0.0,0.0,,0.0,0.0,0.0
144706000000,,0.066315792501,0.0,0.0,,0.0,0.0,-0.0350763350725
145033000000,,0.066315792501,1.4473042711e-06,0.0,,0.0,0.0,0.0
145372000000,,0.066315792501,0.0,0.0,,0.0,0.0,-0.0350763946772
145702000000,,0.066315792501,1.27291002627e-06,0.0,,0.0,0.0,0.0702051669359
146041000000,,0.066315792501,0.0,0.0,,0.0,0.0,0.0351085215807
146368000000,,0.066315792501,0.0,0.0,,0.0,0.0,0.0702003091574
146701000000,,0.066315792501,0.0,0.0,,0.0,0.0,0.105284944177
147025000000,,0.0,-4.16218333312e-06,0.0,,0.0,0.0,0.0
147358000000,,0.0,0.0,0.0,,0.0,0.0,-0.7
147692000000,,0.0,0.0,0.0,,0.0,0.0,-0.855556109838
148024000000,,0.0,0.0,0.0,,0.0,0.0,-0.7
148358000000,,0.0,0.0,0.0,,0.0,0.0,-0.7
148691000000,,0.0,0.0,0.0,,0.0,0.0,0.0
149024000000,,0.0,0.0,0.0,,0.0,0.0,0.0
149038000000,,-0.180000007153,3.43630290445e-07,0.0,,0.0,0.0,-0.0350754112005
149370000000,,-0.180000007153,0.0,0.0,,0.0,0.0,0.0
149707000000,,-0.180000007153,0.0,0.0,,0.0,0.0,-0.0350767225027
150037000000,,-0.180000007153,0.0,0.0,,0.0,0.0,0.0
150376000000,,-0.180000007153,0.0,0.0,,0.0,0.0,-0.0350763648748
150703000000,,-0.180000007153,0.0,0.0,,0.0,0.0,0.0
151036000000,,-0.180000007153,0.0,0.0,,0.0,0.0,0.0350979715586
151370000000,,-0.180000007153,3.81726613341e-06,0.0,,0.0,0.0,0.0
151698000000,,-0.180000007153,0.0,0.0,,0.0,0.0,0.0
152039000000,,-0.180000007153,0.0,0.0,,0.0,0.0,0.0
152377000000,,-0.180000007153,0.0,0.0,,0.0,0.0,-0.0350764244795
152707000000,,-0.180000007153,0.0,0.0,,0.0,0.0,0.0
153034000000,,-0.180000007153,1.02025137494e-06,0.0,,0.0,0.0,0.0
153370000000,,-0.180000007153,0.0,0.0,,0.0,0.0,0.0
153703000000,,-0.180000007153,5.68940834e-07,0.0,,0.0,0.0,-0.105250403285
154039000000,,-0.180000007153,0.0,0.0,,0.0,0.0,0.0
154374000000,,-0.180000007153,0.0,0.0,,0.0,0.0,0.0
154706000000,,-0.180000007153,0.0,0.0,,0.0,0.0,0.0
155040000000,,-0.180000007153,0.0,0.0,,0.0,0.0,-0.0350763350725
155370000000,,-0.180000007153,0.0,0.0,,0.0,0.0,-0.0701423436403
155704000000,,-0.180000007153,0.0,0.0,,0.0,0.0,-0.105202957988
156041000000,,-0.180000007153,0.0,0.0,,0.0,0.0,-0.070068731904
156371000000,,-0.180000007153,0.0,0.0,,0.0,0.0,-0.0349414795637
156708000000,,-0.180000007153,0.0,0.0,,0.0,0.0,0.0703407973051
157038000000,,-0.180000007153,6.9842690209e-06,0.0,,0.0,0.0,-0.0349297635257
157374000000,,-0.180000007153,0.0,0.0,,0.0,0.0,0.0
157708000000,,-0.180000007153,0.0,0.0,,0.0,0.0,0.0350990444422
158036000000,,-0.180000007153,2.83159101855e-06,0.0,,0.0,0.0,0.0
158377000000,,-0.180000007153,0.0,0.0,,0.0,0.0,0.0350991636515
158708000000,,-0.180000007153,4.01400848205e-06,0.0,,0.0,0.0,0.0701890438795
159035000000,,-0.180000007153,6.40924599793e-06,0.0,,0.0,0.0,0.0
159373000000,,-0.180000007153,1.50636964236e-07,0.0,,0.0,0.0,0.0
159703000000,,-0.180000007153,0.0,0.0,,0.0,0.0,0.0
160041000000,,-0.180000007153,0.0,0.0,,0.0,0.0,-0.0350763350725
160375000000,,-0.180000007153,0.0,0.0,,0.0,0.0,0.0702065676451
160709000000,,-0.180000007153,6.4105383899e-06,0.0,,0.0,0.0,0.0
161040000000,,-0.142105266452,1.00679892512e-06,0.0,,0.0,0.0,-0.0350751131773
161370000000,,-0.142105266452,0.0,0.0,,0.0,0.0,-0.0701435655355
161703000000,,-0.123157896101,0.0,0.0,,0.0,0.0,0.0
162036000000,,-0.104210533202,0.0,0.0,,0.0,0.0,0.0
162371000000,,-0.104210533202,0.0,0.0,,0.0,0.0,0.0350991040468
162704000000,,-0.0852631628513,2.67501422968e-06,0.0,,0.0,0.0,0.0701861828566
163036000000,,-0.0852631628513,2.85524674837e-06,0.0,,0.0,0.0,0.0350911468267
163370000000,,-0.066315792501,7.59749013923e-07,0.0,,0.0,0.0,0.0701800137758
163703000000,,-0.066315792501,2.13863927456e-06,0.0,,0.0,0.0,0.0350852161646
