rosbagTimestamp,data
116004000000,4.78749131689
117979000000,4.78749155023
120043000000,4.78749165132
121998000000,4.78749168759
124131000000,4.78749170632
126226000000,4.78749171904
128301000000,4.78749172225
130345000000,4.78749172362
132503000000,4.78749172427
134937000000,4.78749172889
137093000000,4.7870012442
139150000000,4.78677800309
141203000000,4.78697505612
143450000000,4.78697253364
145508000000,4.78699407619
147612000000,4.78700995776
149777000000,4.78702678443
151790000000,4.78704269201
153947000000,4.78705836068
156098000000,4.78707305427
158298000000,4.78715746203
160289000000,4.78737458495
162828000000,4.78681206688
165543000000,4.78683675678
168001000000,4.78685247937
170283000000,4.78686637305
172571000000,4.78687913403
175111000000,4.78689116586
177406000000,4.78690313538
179557000000,4.78691365933
181861000000,4.78692279646
184129000000,4.78693034184
186389000000,4.78693654778
188588000000,4.78694355639
190837000000,4.78694973839
193176000000,4.78695573515
195523000000,4.78696152285
197855000000,4.78699289172
199990000000,4.78702859973
202310000000,4.7870239677
205002000000,4.78695647608
207462000000,4.78696277951
209684000000,4.78696825684
212030000000,4.78697341271
214381000000,4.7869167315
216680000000,4.78692270238
218797000000,4.78692856745
220880000000,4.78693379191
223163000000,4.78693897338
225740000000,4.78694387433
228327000000,4.7869485996
230594000000,4.78695329925
232959000000,4.78695836486
235387000000,4.78696305382
237917000000,4.78696746123
240332000000,4.78697191579
242449000000,4.78697625406
