rosbagTimestamp,map_load_time,secs,nsecs,resolution,width,height,origin,position,x,y,z,orientation,x,y,z,w
186440000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
188640000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
190891000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
193231000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
195593000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
197916000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
200056000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
202383000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
205065000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
207530000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
209751000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
212100000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
214459000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
216760000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
218867000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
220951000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
223241000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
225827000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
228404000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
230678000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
233040000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
235486000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
238005000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
240412000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
242532000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
