rosbagTimestamp,map_load_time,secs,nsecs,resolution,width,height,origin,position,x,y,z,orientation,x,y,z,w
112882000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
113270000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
115791000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
118130000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
120098000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
122401000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
124387000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
126483000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
128443000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
130534000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
132682000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
134877000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
136929000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
138911000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
140992000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
143528000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
145437000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
147698000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
149739000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
151852000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
153870000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
155942000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
158176000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
160261000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
162373000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
164963000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
167274000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
169562000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
171662000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
173775000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
175789000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
178079000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
180268000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
182340000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
185002000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
187073000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
189091000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
191870000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
194038000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
196205000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
198301000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
200469000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
203039000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
205200000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
207362000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
209418000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
211526000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
213616000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
216100000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
218385000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
