rosbagTimestamp,map_load_time,secs,nsecs,resolution,width,height,origin,position,x,y,z,orientation,x,y,z,w
220578000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
222802000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
224895000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
226994000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
229733000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
232042000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
234304000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
236802000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
239052000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
241169000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
243344000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
245533000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
247885000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
250135000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
252557000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
254816000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
257001000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
259373000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
261602000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
263670000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
265909000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
268234000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
270545000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
272845000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
275218000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
277501000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
279811000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
281951000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
284098000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
286101000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
288299000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
290518000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
292704000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
294943000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
296997000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
299719000000,,0,0,0.0500000007451,384,384,,,-10.0,-10.0,0.0,,0.0,0.0,0.0,1.0
