rosbagTimestamp,linear,x,y,z,angular,x,y,z
112882000000,,0.0,0.0,0.0,,0.0,0.0,0.0
112882000000,,0.0,0.0,0.0,,0.0,0.0,0.0
112882000000,,0.0,0.0,0.0,,0.0,0.0,0.0
112882000000,,0.0,0.0,0.0,,0.0,0.0,0.0
112882000000,,0.0,0.0,0.0,,0.0,0.0,0.0
112882000000,,0.0,0.0,0.0,,0.0,0.0,0.0
112882000000,,0.0,0.0,0.0,,0.0,0.0,0.0
112882000000,,0.0,0.0,0.0,,0.0,0.0,0.0
112882000000,,0.0,0.0,0.0,,0.0,0.0,0.0
112882000000,,0.0,0.0,0.0,,0.0,0.0,0.0
112882000000,,0.0,0.0,0.0,,0.0,0.0,0.0
112882000000,,0.0,0.0,0.0,,0.0,0.0,0.0
112882000000,,0.0,0.0,0.0,,0.0,0.0,0.0
112882000000,,0.0,0.0,0.0,,0.0,0.0,0.0
112963000000,,0.0,0.0,0.0,,0.0,0.0,0.0
113035000000,,0.0,0.0,0.0,,0.0,0.0,0.0
113035000000,,0.0,0.0,0.0,,0.0,0.0,0.0
113035000000,,0.0,0.0,0.0,,0.0,0.0,0.0
113035000000,,0.0,0.0,0.0,,0.0,0.0,0.0
113035000000,,0.0,0.0,0.0,,0.0,0.0,0.0
113115000000,,0.0,0.0,0.0,,0.0,0.0,0.0
113215000000,,0.0,0.0,0.0,,0.0,0.0,0.0
113315000000,,0.0,0.0,0.0,,0.0,0.0,0.0
113414000000,,0.0,0.0,0.0,,0.0,0.0,0.0
113515000000,,0.0,0.0,0.0,,0.0,0.0,0.0
113615000000,,0.0,0.0,0.0,,0.0,0.0,0.0
113715000000,,0.0,0.0,0.0,,0.0,0.0,0.0
113816000000,,0.0,0.0,0.0,,0.0,0.0,0.0
113916000000,,0.0,0.0,0.0,,0.0,0.0,0.0
114016000000,,0.0,0.0,0.0,,0.0,0.0,0.0
114116000000,,0.0,0.0,0.0,,0.0,0.0,0.0
114216000000,,0.0,0.0,0.0,,0.0,0.0,0.0
114316000000,,0.0,0.0,0.0,,0.0,0.0,0.0
114416000000,,0.0,0.0,0.0,,0.0,0.0,0.0
114517000000,,0.0,0.0,0.0,,0.0,0.0,0.0
114617000000,,0.0,0.0,0.0,,0.0,0.0,0.0
114717000000,,0.0,0.0,0.0,,0.0,0.0,0.0
114815000000,,0.0,0.0,0.0,,0.0,0.0,0.0
114918000000,,0.0,0.0,0.0,,0.0,0.0,0.0
